timestamp,questions,qps,com_commit,com_rollback,tps,threads_running,threads_connected,pages_flushed,pages_flushed_ps,purge_trx_id,purge_tps,history_list_length
2026-04-06 23:55:25,26,0,0,0,0,2,1,196,0,0,0,0
2026-04-06 23:55:26,105,79,23,0,23,2,3,196,0,0,0,0
2026-04-06 23:55:27,730,625,235,2,214,5,5,1316,1120,0,0,0
2026-04-06 23:55:28,2374,1644,801,7,571,7,7,1316,0,0,0,0
2026-04-06 23:55:29,5280,2906,1811,8,1011,9,9,1316,0,0,0,0
2026-04-06 23:55:30,9848,4568,3383,19,1583,11,12,1316,0,0,0,0
2026-04-06 23:55:32,15908,6060,5476,28,2102,14,14,1316,0,0,0,0
2026-04-06 23:55:33,23407,7499,8078,32,2606,15,16,1316,0,0,0,0
2026-04-06 23:55:34,32926,9519,11366,48,3304,16,18,1316,0,0,0,0
2026-04-06 23:55:35,43656,10730,15096,63,3745,20,20,1316,0,0,0,0
2026-04-06 23:55:36,56030,12374,19392,78,4311,20,22,1316,0,0,0,0
2026-04-06 23:55:37,70085,14055,24272,96,4898,24,24,1316,0,0,0,0
2026-04-06 23:55:38,85706,15621,29693,120,5445,26,27,1316,0,0,0,0
2026-04-06 23:55:39,103158,17452,35731,147,6065,27,29,1316,0,0,0,0
2026-04-06 23:55:40,122243,19085,42333,177,6632,29,31,1316,0,0,0,0
2026-04-06 23:55:41,142408,20165,49337,195,7022,32,33,1316,0,0,0,0
2026-04-06 23:55:42,164255,21847,56907,240,7615,34,35,1316,0,0,0,0
2026-04-06 23:55:43,187605,23350,65016,278,8147,34,37,1316,0,0,0,0
2026-04-06 23:55:44,212717,25112,73739,314,8759,38,40,1316,0,0,0,0
2026-04-06 23:55:46,239391,26674,82983,365,9295,40,42,1316,0,0,0,0
2026-04-06 23:55:47,268128,28737,92978,402,10032,41,44,1316,0,0,0,0
2026-04-06 23:55:48,298378,30250,103467,449,10536,44,46,2100,784,0,0,0
2026-04-06 23:55:49,328269,29891,113838,501,10423,47,48,2534,434,0,0,0
2026-04-06 23:55:50,361793,33524,125441,554,11656,47,50,3038,504,0,0,0
2026-04-06 23:55:51,394282,32489,136728,610,11343,50,53,3584,546,0,0,0
2026-04-06 23:55:52,428486,34204,148600,658,11920,52,55,4158,574,0,0,0
2026-04-06 23:55:53,462786,34300,160487,714,11943,56,57,4760,602,0,0,0
2026-04-06 23:55:54,496092,33306,172033,761,11593,59,59,11704,6944,0,0,0
2026-04-06 23:55:55,530401,34309,183963,806,11975,59,61,18396,6692,0,0,0
2026-04-06 23:55:56,565454,35053,196160,857,12248,60,63,24906,6510,0,0,0
2026-04-06 23:55:58,602526,37072,208996,914,12893,64,66,31248,6342,0,0,0
2026-04-06 23:55:59,636728,34202,220862,981,11933,62,66,37520,6272,0,0,0
2026-04-06 23:56:00,674083,37355,233887,1035,13079,66,66,43694,6174,0,0,0
2026-04-06 23:56:01,712185,38102,247072,1088,13238,64,66,55832,12138,0,0,0
2026-04-06 23:56:02,754265,42080,261672,1161,14673,65,66,61754,5922,0,0,0
2026-04-06 23:56:03,795842,41577,276098,1225,14490,66,66,67620,5866,0,0,0
2026-04-06 23:56:04,837499,41657,290540,1292,14509,66,66,73374,5754,0,0,0
2026-04-06 23:56:05,879242,41743,305020,1365,14553,66,66,79058,5684,0,0,0
2026-04-06 23:56:06,921887,42645,319846,1425,14886,66,66,84756,5698,0,0,0
