timestamp,questions,qps,com_commit,com_rollback,tps,threads_running,threads_connected,pages_flushed,pages_flushed_ps,purge_trx_id,purge_tps,history_list_length
2026-04-08 13:18:52,34,0,0,0,0,1,1,0,0,0,0,0
2026-04-08 13:18:53,186,152,47,2,49,2,3,0,0,0,0,13
2026-04-08 13:18:54,1438,1252,468,3,422,4,5,0,0,0,0,113
2026-04-08 13:18:56,3581,2143,1202,10,741,7,8,0,0,0,0,198
2026-04-08 13:18:57,6817,3236,2320,16,1124,9,10,0,0,0,0,664
2026-04-08 13:18:58,10960,4143,3743,26,1433,8,10,0,0,0,0,1024
2026-04-08 13:18:59,15115,4155,5176,36,1443,9,10,0,0,0,0,1777
2026-04-08 13:19:00,19534,4419,6704,40,1532,8,10,0,0,0,0,1704
2026-04-08 13:19:01,23762,4228,8173,47,1476,9,10,0,0,0,0,1219
2026-04-08 13:19:02,28158,4396,9703,50,1533,9,10,0,0,0,0,1692
2026-04-08 13:19:03,32568,4410,11238,55,1540,9,10,0,0,0,0,1684
2026-04-08 13:19:04,37166,4598,12835,64,1606,9,10,0,0,0,0,1097
2026-04-08 13:19:05,42199,5033,14578,72,1751,8,10,0,0,0,0,2224
2026-04-08 13:19:06,47419,5220,16374,84,1808,9,10,0,0,0,0,1659
2026-04-08 13:19:07,52779,5360,18231,89,1862,9,10,0,0,0,0,1977
2026-04-08 13:19:08,58427,5648,20190,98,1968,9,10,0,0,0,0,1290
2026-04-08 13:19:09,64070,5643,22144,112,1968,9,10,0,0,0,0,232
2026-04-08 13:19:10,69312,5242,23982,121,1847,8,10,0,0,0,0,1096
2026-04-08 13:19:11,75381,6069,26073,134,2104,9,10,0,0,0,0,991
2026-04-08 13:19:13,81250,5869,28104,145,2042,8,10,0,0,0,0,1113
2026-04-08 13:19:14,87074,5824,30124,154,2029,9,10,0,0,0,0,1062
2026-04-08 13:19:15,92892,5818,32146,162,2030,9,10,0,0,0,0,896
2026-04-08 13:19:16,98718,5826,34170,169,2031,9,10,0,0,0,0,1477
2026-04-08 13:19:17,104966,6248,36327,185,2173,8,10,0,0,0,0,2292
2026-04-08 13:19:18,111030,6064,38439,191,2118,9,10,0,0,0,0,1179
2026-04-08 13:19:19,117709,6679,40749,202,2321,8,10,0,0,0,0,1717
2026-04-08 13:19:20,124004,6295,42930,213,2192,9,10,0,0,0,0,1351
2026-04-08 13:19:21,130502,6498,45182,221,2260,9,10,0,0,0,0,1680
2026-04-08 13:19:22,137164,6662,47495,232,2324,9,10,0,0,0,0,1962
2026-04-08 13:19:23,143765,6601,49772,249,2294,9,10,0,0,0,0,2009
2026-04-08 13:19:24,150772,7007,52197,263,2439,9,10,0,0,0,0,2399
2026-04-08 13:19:25,157689,6917,54598,276,2414,9,10,0,0,0,0,207
2026-04-08 13:19:26,164722,7033,57038,285,2449,9,10,0,0,0,0,350
2026-04-08 13:19:27,171704,6982,59457,295,2429,9,10,0,0,0,0,512
2026-04-08 13:19:29,178899,7195,61941,307,2496,9,10,0,0,0,0,638
2026-04-08 13:19:30,186108,7209,64444,316,2512,7,10,0,0,0,0,737
2026-04-08 13:19:31,193490,7382,67000,327,2567,8,10,0,0,0,0,886
2026-04-08 13:19:32,200960,7470,69581,346,2600,9,10,0,0,0,0,1091
2026-04-08 13:19:33,208475,7515,72196,350,2619,9,10,0,0,0,0,1122
2026-04-08 13:19:34,216020,7545,74813,361,2628,8,10,0,0,0,0,1309
